timestamp,cpu_percent,memory_percent,disk_percent
2025-09-14T02:38:52.551842,8.2,68.5,82.8
2025-09-14T02:38:54.553568,7.6,68.5,82.8
2025-09-14T02:38:56.555056,8.4,68.5,82.8
2025-09-14T02:38:58.556044,8.2,68.5,82.8
